objectsWith2,total2Objects,ImageID,_nObjects_,_Object0_,_Object0_x,_Object0_y,_Object0_width,_Object0_height,_Object1_,_Object1_x,_Object1_y,_Object1_width,_Object1_height,_Object2_,_Object2_x,_Object2_y,_Object2_width,_Object2_height,_Object3_,_Object3_x,_Object3_y,_Object3_width,_Object3_height,_Object4_,_Object4_x,_Object4_y,_Object4_width,_Object4_height,_Object5_,_Object5_x,_Object5_y,_Object5_width,_Object5_height,_Object6_,_Object6_x,_Object6_y,_Object6_width,_Object6_height,_Object7_,_Object7_x,_Object7_y,_Object7_width,_Object7_height,_Object8_,_Object8_x,_Object8_y,_Object8_width,_Object8_height,_Object9_,_Object9_x,_Object9_y,_Object9_width,_Object9_height,_Object10_,_Object10_x,_Object10_y,_Object10_width,_Object10_height,_Object11_,_Object11_x,_Object11_y,_Object11_width,_Object11_height,_Object12_,_Object12_x,_Object12_y,_Object12_width,_Object12_height,_Object13_,_Object13_x,_Object13_y,_Object13_width,_Object13_height,_Object14_,_Object14_x,_Object14_y,_Object14_width,_Object14_height,_Object15_,_Object15_x,_Object15_y,_Object15_width,_Object15_height,_Object16_,_Object16_x,_Object16_y,_Object16_width,_Object16_height,_Object17_,_Object17_x,_Object17_y,_Object17_width,_Object17_height,_Object18_,_Object18_x,_Object18_y,_Object18_width,_Object18_height,_Object19_,_Object19_x,_Object19_y,_Object19_width,_Object19_height,_Object20_,_Object20_x,_Object20_y,_Object20_width,_Object20_height,_Object21_,_Object21_x,_Object21_y,_Object21_width,_Object21_height,_Object22_,_Object22_x,_Object22_y,_Object22_width,_Object22_height,_Object23_,_Object23_x,_Object23_y,_Object23_width,_Object23_height,_Object24_,_Object24_x,_Object24_y,_Object24_width,_Object24_height,_Object25_,_Object25_x,_Object25_y,_Object25_width,_Object25_height,_Object26_,_Object26_x,_Object26_y,_Object26_width,_Object26_height,objectNameHolder,xHolder,yHolder,heightHolder,widthHolder,new_column_placement,column
"_Object4_, _Object5_",2,Hframe (8435).JPG,7,2,0.6837121212,0.8282828283,0.0359848485,0.0727272727,2,0.7602272727,0.288047138,0.0276515152,0.1033670034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7602272727,0.288047138,0.1033670034,0.0276515152,3,28
"_Object3_, _Object4_",2,Hframe (8438).JPG,5,2,0.7049242424,0.3228956229,0.0215909091,0.261952862,2,0.9444128788,0.3617845118,0.0323863636,0.3511784512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.9444128788,0.3617845118,0.3511784512,0.0323863636,3,28
"_Object3_, _Object4_, _Object5_",3,Hframe (8439).JPG,7,2,0.2631628788,0.0826599327,0.0198863636,0.1653198653,2,0.3365530303,0.0813131313,0.0223484848,0.1626262626,2,0.4643939394,0.085016835,0.0287878788,0.17003367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4643939394,0.085016835,0.17003367,0.0287878788,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (844).JPG,8,2,0.4448863636,0.1397306397,0.0196969697,0.2511784512,2,0.5170454545,0.1191919192,0.0246212121,0.2383838384,2,0.6440340909,0.096969697,0.0388257576,0.1939393939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6440340909,0.096969697,0.1939393939,0.0388257576,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (8440).JPG,8,2,0.3133522727,0.0237373737,0.0145833333,0.0474747475,2,0.4195075758,0.2335016835,0.0200757576,0.1774410774,2,0.5645833333,0.5904040404,0.0193181818,0.1929292929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5645833333,0.5904040404,0.1929292929,0.0193181818,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (8441).JPG,8,2,0.6168560606,0.8611111111,0.0284090909,0.2070707071,2,0.4993371212,0.4282828283,0.0168560606,0.1919191919,2,0.4134469697,0.1242424242,0.0162878788,0.1784511785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4134469697,0.1242424242,0.1784511785,0.0162878788,4,28
"_Object4_, _Object5_",2,Hframe (8442).JPG,7,2,0.4741477273,0.4538720539,0.0221590909,0.2148148148,2,0.3920454545,0.0941077441,0.021969697,0.1882154882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3920454545,0.0941077441,0.1882154882,0.021969697,3,28
"_Object4_, _Object5_",2,Hframe (8444).JPG,7,2,0.4358901515,0.6316498316,0.0339015152,0.5023569024,2,0.7945075758,0.5947811448,0.0272727273,0.3855218855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7945075758,0.5947811448,0.3855218855,0.0272727273,3,28
"_Object4_, _Object5_",2,Hframe (8445).JPG,7,2,0.6946969697,0.7752525253,0.034469697,0.0757575758,2,0.7729166667,0.2287878788,0.0284090909,0.1094276094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7729166667,0.2287878788,0.1094276094,0.0284090909,3,28
_Object4_,1,Hframe (8446).JPG,5,2,0.6889204545,0.2058922559,0.0441287879,0.1383838384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6889204545,0.2058922559,0.1383838384,0.0441287879,2,28
"_Object3_, _Object4_, _Object5_",3,Hframe (8449).JPG,7,2,0.3819128788,0.1099326599,0.0297348485,0.2198653199,2,0.396969697,0.0951178451,0.0223484848,0.1902356902,2,0.4079545455,0.0883838384,0.0181818182,0.1767676768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4079545455,0.0883838384,0.1767676768,0.0181818182,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (845).JPG,8,2,0.3800189394,0.1282828283,0.0145833333,0.2430976431,2,0.5058712121,0.1250841751,0.0185606061,0.2501683502,2,0.7204545455,0.1242424242,0.0261363636,0.2484848485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7204545455,0.1242424242,0.2484848485,0.0261363636,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (8450).JPG,8,2,0.4708333333,0.7313131313,0.0223484848,0.1811447811,2,0.4075757576,0.2784511785,0.0231060606,0.1824915825,2,0.3641098485,0.0168350168,0.0138257576,0.0336700337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3641098485,0.0168350168,0.0336700337,0.0138257576,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (8451).JPG,8,2,0.5731060606,0.7617845118,0.0212121212,0.2063973064,2,0.3840909091,0.4351851852,0.0231060606,0.1868686869,2,0.2417613636,0.197979798,0.0248106061,0.1737373737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2417613636,0.197979798,0.1737373737,0.0248106061,4,28
"_Object4_, _Object5_",2,Hframe (8454).JPG,7,2,0.5933712121,0.5511784512,0.0424242424,0.6276094276,2,0.9003787879,0.5594276094,0.0321969697,0.4461279461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.9003787879,0.5594276094,0.4461279461,0.0321969697,3,28
"_Object4_, _Object5_",2,Hframe (8455).JPG,7,2,0.7041666667,0.7414141414,0.0375,0.0814814815,2,0.7821969697,0.180976431,0.0303030303,0.1148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7821969697,0.180976431,0.1148148148,0.0303030303,3,28
_Object4_,1,Hframe (8456).JPG,5,2,0.6923295455,0.1230639731,0.0456439394,0.1565656566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6923295455,0.1230639731,0.1565656566,0.0456439394,2,28
_Object3_,1,Hframe (8457).JPG,4,2,0.5192234848,0.062962963,0.0214015152,0.1259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5192234848,0.062962963,0.1259259259,0.0214015152,2,28
"_Object4_, _Object5_",2,Hframe (8458).JPG,6,2,0.621780303,0.2912457912,0.015530303,0.2606060606,2,0.8546401515,0.4308080808,0.0320075758,0.3343434343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8546401515,0.4308080808,0.3343434343,0.0320075758,3,28
"_Object4_, _Object5_",2,Hframe (8460).JPG,7,2,0.4359848485,0.2301346801,0.0170454545,0.1693602694,2,0.3910037879,0.6898989899,0.0274621212,0.1784511785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3910037879,0.6898989899,0.1784511785,0.0274621212,3,28
"_Object4_, _Object5_",2,Hframe (8462).JPG,7,2,0.5100378788,0.1555555556,0.0151515152,0.1966329966,2,0.481155303,0.5398989899,0.0206439394,0.2245791246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.481155303,0.5398989899,0.2245791246,0.0206439394,3,28
_Object3_,1,Hframe (8466).JPG,4,2,0.6873106061,0.052020202,0.0390151515,0.104040404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6873106061,0.052020202,0.104040404,0.0390151515,2,28
_Object3_,1,Hframe (8467).JPG,4,2,0.4921401515,0.0468013468,0.0210227273,0.0936026936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4921401515,0.0468013468,0.0936026936,0.0210227273,2,28
"_Object4_, _Object5_",2,Hframe (8468).JPG,6,2,0.6570075758,0.228956229,0.0200757576,0.2491582492,2,0.8477272727,0.4887205387,0.0393939394,0.3154882155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8477272727,0.4887205387,0.3154882155,0.0393939394,3,28
"_Object4_, _Object5_, _Object6_",3,Hframe (8469).JPG,8,2,0.4879734848,0.1557239057,0.0206439394,0.3114478114,2,0.6772727273,0.1515151515,0.0193181818,0.2727272727,2,0.8039772727,0.164983165,0.0136363636,0.2262626263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8039772727,0.164983165,0.2262626263,0.0136363636,4,28
"_Object3_, _Object4_, _Object5_",3,Hframe (847).JPG,7,2,0.6578598485,0.1954545455,0.0289772727,0.3909090909,2,0.4513257576,0.1343434343,0.0204545455,0.2686868687,2,0.3298295455,0.098989899,0.0191287879,0.197979798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3298295455,0.098989899,0.197979798,0.0191287879,4,28
_Object4_,1,Hframe (8470).JPG,6,2,0.4113636364,0.9343434343,0.0215909091,0.1313131313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4113636364,0.9343434343,0.1313131313,0.0215909091,2,28
"_Object4_, _Object5_, _Object6_",3,Hframe (8471).JPG,8,2,0.5903409091,0.1744107744,0.0064393939,0.0942760943,2,0.6161931818,0.4781144781,0.0168560606,0.1744107744,2,0.6527462121,0.8579124579,0.0248106061,0.1966329966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6527462121,0.8579124579,0.1966329966,0.0248106061,4,28
"_Object4_, _Object5_",2,Hframe (8474).JPG,6,2,0.7930871212,0.0574074074,0.0301136364,0.1148148148,2,0.7136363636,0.6323232323,0.0420454545,0.098989899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7136363636,0.6323232323,0.098989899,0.0420454545,3,28
_Object3_,1,Hframe (8475).JPG,4,2,0.6835227273,0.0035353535,0.015530303,0.0070707071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6835227273,0.0035353535,0.0070707071,0.015530303,2,28
_Object3_,1,Hframe (8476).JPG,4,2,0.4580492424,0.131986532,0.0267045455,0.2612794613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4580492424,0.131986532,0.2612794613,0.0267045455,2,28
"_Object4_, _Object5_",2,Hframe (8477).JPG,6,2,0.7023674242,0.219023569,0.0225378788,0.2353535354,2,0.8318181818,0.5898989899,0.0401515152,0.2734006734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8318181818,0.5898989899,0.2734006734,0.0401515152,3,28
,0,Hframe (8478).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8318181818,0.5898989899,0.2734006734,0.0401515152,1,28
,0,Hframe (8479).JPG,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8318181818,0.5898989899,0.2734006734,0.0401515152,1,28
"_Object4_, _Object5_, _Object6_",3,Hframe (848).JPG,8,2,0.3922348485,0.0400673401,0.015530303,0.0801346801,2,0.4765151515,0.1111111111,0.021969697,0.2222222222,2,0.6241477273,0.2648148148,0.028219697,0.4097643098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6241477273,0.2648148148,0.4097643098,0.028219697,4,28
"_Object5_, _Object6_, _Object7_",3,Hframe (8480).JPG,9,2,0.278219697,0.0515151515,0.0045454545,0.0356902357,2,0.3204545455,0.0518518519,0.0049242424,0.0356902357,2,0.3617424242,0.054040404,0.0053030303,0.0346801347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3617424242,0.054040404,0.0346801347,0.0053030303,4,28
,0,Hframe (8481).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3617424242,0.054040404,0.0346801347,0.0053030303,1,28
"_Object4_, _Object5_",2,Hframe (8483).JPG,7,2,0.7395833333,0.5481481481,0.0465909091,0.1124579125,2,0.8044507576,0.0058922559,0.0043560606,0.0117845118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8044507576,0.0058922559,0.0117845118,0.0043560606,3,28
"_Object4_, _Object5_, _Object6_",3,Hframe (8484).JPG,8,2,0.3131628788,0.5286195286,0.0089015152,0.0848484848,2,0.4378787879,0.551010101,0.0075757576,0.0885521886,2,0.5678977273,0.5767676768,0.0066287879,0.0902356902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5678977273,0.5767676768,0.0902356902,0.0066287879,4,28
,0,Hframe (8485).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5678977273,0.5767676768,0.0902356902,0.0066287879,1,28
"_Object4_, _Object5_",2,Hframe (8487).JPG,6,2,0.7111742424,0.2328282828,0.021969697,0.2131313131,2,0.7751893939,0.669023569,0.0310606061,0.2296296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7751893939,0.669023569,0.2296296296,0.0310606061,3,28
,0,Hframe (8488).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7751893939,0.669023569,0.2296296296,0.0310606061,1,28
"_Object4_, _Object5_",2,Hframe (849).JPG,7,2,0.4860795455,0.1117845118,0.0232954545,0.2235690236,2,0.5542613636,0.3875420875,0.0255681818,0.3676767677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5542613636,0.3875420875,0.3676767677,0.0255681818,3,28
"_Object7_, _Object8_, _Object9_",3,Hframe (8490).JPG,11,2,0.518844697,0.2267676768,0.0024621212,0.0333333333,2,0.5612689394,0.2292929293,0.0020833333,0.032996633,2,0.6034090909,0.2326599327,0.0022727273,0.0336700337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6034090909,0.2326599327,0.0336700337,0.0022727273,4,28
,0,Hframe (8491).JPG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6034090909,0.2326599327,0.0336700337,0.0022727273,1,28
_Object4_,1,Hframe (8493).JPG,6,2,0.7418560606,0.4153198653,0.0477272727,0.1296296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7418560606,0.4153198653,0.1296296296,0.0477272727,2,28
"_Object4_, _Object5_, _Object6_",3,Hframe (8494).JPG,8,2,0.2329545455,0.6047138047,0.0125,0.0962962963,2,0.3727272727,0.6287878788,0.0109848485,0.1,2,0.518655303,0.6590909091,0.0089015152,0.1006734007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.518655303,0.6590909091,0.1006734007,0.0089015152,4,28
_Object4_,1,Hframe (8496).JPG,5,2,0.3839015152,0.145959596,0.0412878788,0.2326599327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3839015152,0.145959596,0.2326599327,0.0412878788,2,28
,0,Hframe (8498).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3839015152,0.145959596,0.2326599327,0.0412878788,1,28
"_Object8_, _Object9_, _Object10_",3,Hframe (8499).JPG,11,2,0.3735795455,0.4946127946,0.0013257576,0.0242424242,2,0.4069128788,0.4956228956,0.0013257576,0.0235690236,2,0.4399621212,0.4964646465,0.0018939394,0.0225589226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4399621212,0.4964646465,0.0225589226,0.0018939394,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (85).JPG,7,2,0.2589015152,0.8752525253,0.0397727273,0.2494949495,2,0.3618371212,0.4757575758,0.0229166667,0.2269360269,2,0.4276515152,0.2090909091,0.0178030303,0.2033670034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4276515152,0.2090909091,0.2033670034,0.0178030303,4,28
"_Object6_, _Object7_, _Object8_",3,Hframe (8500).JPG,10,2,0.490625,0.232996633,0.0020833333,0.0377104377,2,0.5381628788,0.2346801347,0.0020833333,0.0377104377,2,0.5852272727,0.2372053872,0.0022727273,0.0373737374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5852272727,0.2372053872,0.0373737374,0.0022727273,4,28
,0,Hframe (8501).JPG,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5852272727,0.2372053872,0.0373737374,0.0022727273,1,28
